日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-01-02,10.938,10.94,10.962,10.927,914854,1000576591.0,0.32,0.05,0.005,1.97
2024-01-03,10.935,10.91,10.946,10.903,1047907,1143878899.0,0.39,-0.27,-0.03,2.26
2024-01-04,10.908,10.871,10.911,10.862,610775,664396231.0,0.45,-0.36,-0.039,1.31
2024-01-05,10.875,10.843,10.91,10.83,524078,569763595.0,0.74,-0.26,-0.028,1.13
2024-01-08,10.842,10.807,10.844,10.797,857339,927479120.0,0.43,-0.33,-0.036,1.85
2024-01-09,10.808,10.821,10.847,10.801,766581,829949748.0,0.43,0.13,0.014,1.65
2024-01-10,10.817,10.809,10.847,10.792,938433,1015752651.0,0.51,-0.11,-0.012,2.02
2024-01-11,10.81,10.854,10.872,10.808,1022287,1108287704.0,0.59,0.42,0.045,2.2
2024-01-12,10.849,10.863,10.907,10.849,950860,1035306281.0,0.53,0.08,0.009,2.05
2024-01-15,10.858,10.865,10.899,10.844,644935,701552787.0,0.51,0.02,0.002,1.39
2024-01-16,10.868,10.844,10.872,10.822,792516,859910316.0,0.46,-0.19,-0.021,1.71
2024-01-17,10.838,10.761,10.839,10.758,961192,1038306168.0,0.75,-0.77,-0.083,2.07
2024-01-18,10.761,10.738,10.761,10.659,934447,1000659701.0,0.95,-0.21,-0.023,2.01
2024-01-19,10.743,10.705,10.776,10.703,973217,1045134695.0,0.68,-0.31,-0.033,2.1
2024-01-22,10.701,10.58,10.706,10.548,758173,805397612.0,1.48,-1.17,-0.125,1.63
2024-01-23,10.575,10.618,10.671,10.552,971100,1031135253.0,1.12,0.36,0.038,2.09
2024-01-24,10.72,10.621,10.72,10.558,776169,822921652.0,1.53,0.03,0.003,1.67
2024-01-25,10.618,10.725,10.746,10.61,1186180,1268670051.0,1.28,0.98,0.104,2.55
2024-01-26,10.72,10.739,10.759,10.717,850162,913096183.0,0.39,0.13,0.014,1.83
2024-01-29,10.762,10.676,10.769,10.673,433933,464476525.0,0.89,-0.59,-0.063,0.93
2024-01-30,10.668,10.621,10.678,10.621,703914,749891966.0,0.53,-0.52,-0.055,1.52
2024-01-31,10.622,10.551,10.629,10.529,937014,988866473.0,0.94,-0.66,-0.07,2.02
2024-02-01,10.546,10.551,10.621,10.513,863095,913022471.0,1.02,0.0,0.0,1.86
2024-02-02,10.56,10.549,10.591,10.515,972886,1027465783.0,0.72,-0.02,-0.002,2.09
2024-02-05,10.535,10.487,10.543,10.424,1236920,1296733173.0,1.13,-0.59,-0.062,2.66
2024-02-06,10.48,10.643,10.687,10.45,1464496,1550643651.0,2.26,1.49,0.156,3.15
2024-02-07,10.648,10.648,10.724,10.64,1124537,1201094075.0,0.79,0.05,0.005,2.42
2024-02-08,10.668,10.715,10.744,10.668,666083,712423589.0,0.71,0.63,0.067,1.43
2024-02-19,10.733,10.717,10.756,10.685,777189,833479273.0,0.66,0.02,0.002,1.67
2024-02-20,10.712,10.776,10.78,10.688,855264,919035301.0,0.86,0.55,0.059,1.84
2024-02-21,10.766,10.814,10.876,10.76,1449757,1571134544.0,1.08,0.35,0.038,3.12
2024-02-22,10.814,10.82,10.857,10.805,1517444,1641939772.0,0.48,0.06,0.006,3.27
2024-02-23,10.828,10.85,10.867,10.816,1314125,1423861234.0,0.47,0.28,0.03,2.83
2024-02-26,10.868,10.829,10.869,10.815,1026155,1111979185.0,0.5,-0.19,-0.021,2.21
2024-02-27,10.824,10.878,10.882,10.82,1277769,1386645271.0,0.57,0.45,0.049,2.75
2024-02-28,10.882,10.779,10.9,10.775,1186796,1287384317.0,1.15,-0.91,-0.099,2.56
2024-02-29,10.774,10.828,10.837,10.773,985077,1065474357.0,0.59,0.45,0.049,2.12
2024-03-01,10.83,10.869,10.88,10.83,879597,955297161.0,0.46,0.38,0.041,1.89
2024-03-04,10.87,10.849,10.889,10.814,843451,914344395.0,0.69,-0.18,-0.02,1.82
2024-03-05,10.842,10.805,10.868,10.803,918345,995159211.0,0.6,-0.41,-0.044,1.98
2024-03-06,10.799,10.8,10.818,10.777,897234,968782959.0,0.38,-0.05,-0.005,1.93
2024-03-07,10.805,10.82,10.879,10.801,736698,798272906.0,0.72,0.19,0.02,1.59
2024-03-08,10.821,10.818,10.838,10.811,645684,698814272.0,0.25,-0.02,-0.002,1.39
2024-03-11,10.817,10.845,10.853,10.809,756198,818847649.0,0.41,0.25,0.027,1.63
2024-03-12,10.853,10.83,10.858,10.823,724763,785037222.0,0.32,-0.14,-0.015,1.56
2024-03-13,10.833,10.839,10.849,10.812,637286,690315308.0,0.34,0.08,0.009,1.37
2024-03-14,10.837,10.838,10.853,10.832,627190,680013039.0,0.19,-0.01,-0.001,1.35
2024-03-15,10.834,10.868,10.87,10.824,715850,775996951.0,0.42,0.28,0.03,1.54
2024-03-18,10.873,10.9,10.907,10.868,676667,736599347.0,0.36,0.29,0.032,1.46
2024-03-19,10.895,10.909,10.931,10.886,849044,926853613.0,0.41,0.08,0.009,1.83
2024-03-20,10.906,10.954,10.958,10.898,770926,842329980.0,0.55,0.41,0.045,1.66
2024-03-21,10.966,10.978,10.994,10.937,667776,732396658.0,0.52,0.22,0.024,1.44
2024-03-22,10.97,10.93,10.983,10.915,888928,971399199.0,0.62,-0.44,-0.048,1.91
2024-03-25,10.928,10.904,10.952,10.892,783228,855480645.0,0.55,-0.24,-0.026,1.69
2024-03-26,10.908,10.897,10.923,10.872,692898,755058320.0,0.47,-0.06,-0.007,1.49
2024-03-27,10.898,10.827,10.898,10.823,543612,590666298.0,0.69,-0.64,-0.07,1.17
2024-03-28,10.826,10.873,10.904,10.822,499410,543245100.0,0.76,0.42,0.046,1.08
2024-03-29,10.876,10.888,10.903,10.855,440726,479601404.0,0.44,0.14,0.015,0.95
2024-04-01,10.91,10.927,10.961,10.9,623363,682005098.0,0.56,0.36,0.039,1.34
2024-04-02,10.931,10.951,10.96,10.92,744321,814429300.0,0.37,0.22,0.024,1.6
2024-04-03,10.947,10.968,10.97,10.916,537563,588216491.0,0.49,0.16,0.017,1.16
2024-04-08,10.964,10.932,10.972,10.93,385754,422363109.0,0.38,-0.33,-0.036,0.83
2024-04-09,10.934,10.98,10.984,10.933,617066,676284208.0,0.47,0.44,0.048,1.33
2024-04-10,10.977,10.956,10.982,10.939,604552,662563435.0,0.39,-0.22,-0.024,1.3
2024-04-11,10.952,10.98,10.993,10.945,617401,677935933.0,0.44,0.22,0.024,1.33
2024-04-12,10.977,10.993,11.026,10.977,524041,576273810.0,0.45,0.12,0.013,1.13
2024-04-15,10.997,10.979,11.013,10.959,712999,783415013.0,0.49,-0.13,-0.014,1.54
2024-04-16,10.97,10.88,10.976,10.875,952847,1039559124.0,0.92,-0.9,-0.099,2.05
2024-04-17,10.891,10.992,11.003,10.891,738417,808811573.0,1.03,1.03,0.112,1.59
2024-04-18,10.993,10.996,11.027,10.968,600105,660709111.0,0.54,0.04,0.004,1.29
2024-04-19,10.988,10.981,11.021,10.937,443967,487454408.0,0.76,-0.14,-0.015,0.96
2024-04-22,10.983,10.951,10.999,10.941,606925,665852259.0,0.53,-0.27,-0.03,1.31
2024-04-23,10.961,10.961,10.976,10.938,563836,617464825.0,0.35,0.09,0.01,1.21
2024-04-24,10.967,10.995,10.997,10.959,589054,646934733.0,0.35,0.31,0.034,1.27
2024-04-25,10.986,11.0,11.01,10.97,667412,734053975.0,0.36,0.05,0.005,1.44
2024-04-26,10.999,11.067,11.072,10.998,719899,795289917.0,0.67,0.61,0.067,1.55
2024-04-29,11.067,11.104,11.129,11.067,875297,971915053.0,0.56,0.33,0.037,1.88
2024-04-30,11.103,11.133,11.145,11.103,587372,653711274.0,0.38,0.26,0.029,1.26
2024-05-06,11.172,11.229,11.233,11.172,922449,1033564087.0,0.55,0.86,0.096,1.99
2024-05-07,11.23,11.258,11.273,11.213,879591,989840022.0,0.53,0.26,0.029,1.89
2024-05-08,11.246,11.209,11.261,11.206,723472,812932040.0,0.49,-0.44,-0.049,1.56
2024-05-09,11.216,11.295,11.311,11.215,734141,828166854.0,0.86,0.77,0.086,1.58
2024-05-10,11.311,11.32,11.342,11.261,652282,737116265.0,0.72,0.22,0.025,1.4
2024-05-13,11.302,11.297,11.335,11.262,766519,867000330.0,0.64,-0.2,-0.023,1.65
2024-05-14,11.296,11.305,11.331,11.296,655960,742354557.0,0.31,0.07,0.008,1.41
2024-05-15,11.308,11.293,11.312,11.285,585229,661096551.0,0.24,-0.11,-0.012,1.26
2024-05-16,11.293,11.294,11.325,11.289,763599,863817467.0,0.32,0.01,0.001,1.64
2024-05-17,11.299,11.317,11.338,11.277,731922,827094303.0,0.54,0.2,0.023,1.58
2024-05-20,11.318,11.362,11.391,11.317,676653,769221797.0,0.65,0.4,0.045,1.46
2024-05-21,11.356,11.342,11.372,11.327,616917,699845205.0,0.4,-0.18,-0.02,1.33
2024-05-22,11.343,11.357,11.378,11.337,614375,697309895.0,0.36,0.13,0.015,1.32
2024-05-23,11.348,11.291,11.349,11.283,752138,850754646.0,0.58,-0.58,-0.066,1.62
2024-05-24,11.287,11.288,11.351,11.281,690001,780318669.0,0.62,-0.03,-0.003,1.49
2024-05-27,11.308,11.296,11.315,11.251,980335,1104986305.0,0.57,0.07,0.008,2.11
2024-05-28,11.303,11.306,11.324,11.281,746275,844036044.0,0.38,0.09,0.01,1.61
2024-05-29,11.303,11.298,11.342,11.28,689570,779984849.0,0.55,-0.07,-0.008,1.48
2024-05-30,11.296,11.294,11.327,11.287,685340,774692672.0,0.35,-0.04,-0.004,1.48
2024-05-31,11.312,11.293,11.334,11.29,731938,827762914.0,0.39,-0.01,-0.001,1.58
2024-06-03,11.298,11.201,11.303,11.159,1110602,1244493311.0,1.28,-0.81,-0.092,2.39
2024-06-04,11.195,11.226,11.246,11.179,1239456,1390628788.0,0.6,0.22,0.025,2.67
2024-06-05,11.223,11.197,11.233,11.196,1014843,1137970313.0,0.33,-0.26,-0.029,2.18
2024-06-06,11.219,11.17,11.222,11.152,1047377,1170780945.0,0.63,-0.24,-0.027,2.26
2024-06-07,11.198,11.169,11.221,11.135,1321028,1475181894.0,0.77,-0.01,-0.001,2.84
2024-06-11,11.166,11.18,11.183,11.122,1194580,1330942082.0,0.55,0.1,0.011,2.57
2024-06-12,11.175,11.211,11.213,11.17,875681,980845961.0,0.38,0.28,0.031,1.89
2024-06-13,11.221,11.183,11.221,11.178,1285121,1438290024.0,0.38,-0.25,-0.028,2.77
2024-06-14,11.173,11.193,11.202,11.148,1067237,1192780105.0,0.48,0.09,0.01,2.3
2024-06-17,11.179,11.156,11.209,11.154,973208,1087697726.0,0.49,-0.33,-0.037,2.1
2024-06-18,11.157,11.169,11.178,11.15,1058258,1181696471.0,0.25,0.12,0.013,2.28
2024-06-19,11.174,11.125,11.181,11.122,1050195,1170350463.0,0.53,-0.39,-0.044,2.26
2024-06-20,11.12,11.027,11.13,10.987,1716450,1894336333.0,1.29,-0.88,-0.098,3.7
2024-06-21,11.013,10.982,11.039,10.954,1603660,1762382668.0,0.77,-0.41,-0.045,3.45
2024-06-24,10.964,10.796,10.973,10.791,1817609,1975853658.0,1.66,-1.69,-0.186,3.91
2024-06-25,10.804,10.863,10.899,10.801,2330010,2529004128.0,0.91,0.62,0.067,5.02
2024-06-26,10.849,11.001,11.038,10.849,1665205,1825035134.0,1.74,1.27,0.138,3.59
2024-06-27,10.99,10.956,11.022,10.922,1834135,2012632910.0,0.91,-0.41,-0.045,3.95
2024-06-28,10.959,10.977,11.01,10.95,1527264,1679085612.0,0.55,0.19,0.021,3.29
2024-07-01,10.985,11.049,11.05,10.949,1906494,2095642719.0,0.92,0.66,0.072,4.1
2024-07-02,11.045,11.031,11.09,11.024,1366402,1509707780.0,0.6,-0.16,-0.018,2.94
2024-07-03,11.038,10.999,11.045,10.968,1506775,1655525776.0,0.7,-0.29,-0.032,3.24
2024-07-04,10.996,10.91,11.025,10.898,1009643,1104812294.0,1.15,-0.81,-0.089,2.17
2024-07-05,10.913,10.938,10.944,10.88,1533859,1674037511.0,0.59,0.26,0.028,3.3
2024-07-08,10.93,10.845,10.931,10.839,1259391,1368144023.0,0.84,-0.85,-0.093,2.71
2024-07-09,10.843,10.911,10.922,10.82,1919770,2088397713.0,0.94,0.61,0.066,4.13
2024-07-10,10.898,10.895,10.952,10.88,1233402,1345727002.0,0.66,-0.15,-0.016,2.66
2024-07-11,10.959,10.948,10.964,10.908,1654789,1809960126.0,0.51,0.49,0.053,3.56
2024-07-12,10.947,10.926,10.964,10.915,1205629,1317715696.0,0.45,-0.2,-0.022,2.6
2024-07-15,10.92,10.869,10.923,10.864,1180982,1284962180.0,0.54,-0.52,-0.057,2.54
2024-07-16,10.865,10.861,10.885,10.83,1207170,1310609193.0,0.51,-0.07,-0.008,2.6
2024-07-17,10.864,10.791,10.872,10.788,1171840,1266794060.0,0.77,-0.64,-0.07,2.52
2024-07-18,10.789,10.786,10.804,10.71,1881230,2022236456.0,0.87,-0.05,-0.005,4.05
2024-07-19,10.776,10.795,10.819,10.74,1430725,1543962014.0,0.73,0.08,0.009,3.08
2024-07-22,10.797,10.737,10.807,10.711,1400119,1504499998.0,0.89,-0.54,-0.058,3.01
2024-07-23,10.735,10.638,10.758,10.635,1465932,1564380356.0,1.15,-0.92,-0.099,3.16
2024-07-24,10.633,10.549,10.666,10.546,2076919,2196534125.0,1.13,-0.84,-0.089,4.47
2024-07-25,10.53,10.542,10.565,10.501,1960444,2065763262.0,0.61,-0.07,-0.007,4.22
2024-07-26,10.55,10.641,10.644,10.549,1768974,1877412926.0,0.9,0.94,0.099,3.81
2024-07-29,10.629,10.63,10.682,10.619,1686920,1794672064.0,0.59,-0.1,-0.011,3.63
2024-07-30,10.622,10.611,10.638,10.568,1742060,1846500272.0,0.66,-0.18,-0.019,3.75
2024-07-31,10.606,10.755,10.769,10.598,2042862,2186388024.0,1.61,1.36,0.144,4.4
2024-08-01,10.738,10.733,10.784,10.714,1695113,1821248655.0,0.65,-0.2,-0.022,3.65
2024-08-02,10.711,10.688,10.745,10.685,1362432,1460184935.0,0.56,-0.42,-0.045,2.93
2024-08-05,10.681,10.599,10.709,10.595,1887479,2009641626.0,1.07,-0.83,-0.089,4.06
2024-08-06,10.626,10.615,10.654,10.594,1802494,1913850126.0,0.57,0.15,0.016,3.88
2024-08-07,10.616,10.639,10.655,10.586,1648098,1751424909.0,0.65,0.23,0.024,3.55
2024-08-08,10.631,10.629,10.649,10.587,1766985,1877085038.0,0.58,-0.09,-0.01,3.8
2024-08-09,10.645,10.619,10.666,10.616,1343571,1429557679.0,0.47,-0.09,-0.01,2.89
2024-08-12,10.613,10.562,10.629,10.559,1531031,1620845064.0,0.66,-0.54,-0.057,3.3
2024-08-13,10.564,10.545,10.573,10.529,1303956,1375659636.0,0.42,-0.16,-0.017,2.81
2024-08-14,10.552,10.499,10.552,10.489,1561556,1640594703.0,0.6,-0.44,-0.046,3.36
2024-08-15,10.5,10.469,10.539,10.464,2094101,2198249444.0,0.71,-0.29,-0.03,4.51
2024-08-16,10.476,10.369,10.478,10.323,2310768,2396601921.0,1.48,-0.96,-0.1,4.98
2024-08-19,10.424,10.423,10.453,10.393,1931261,2013865753.0,0.58,0.52,0.054,4.16
2024-08-20,10.42,10.324,10.427,10.305,1974467,2039613637.0,1.17,-0.95,-0.099,4.25
2024-08-21,10.309,10.316,10.336,10.288,1697249,1751055480.0,0.46,-0.08,-0.008,3.65
2024-08-22,10.316,10.255,10.349,10.254,1973040,2033593744.0,0.92,-0.59,-0.061,4.25
2024-08-23,10.256,10.279,10.293,10.083,3166847,3226883754.0,2.05,0.23,0.024,6.82
2024-08-26,10.286,10.349,10.4,10.286,2704304,2799267836.0,1.11,0.68,0.07,5.82
2024-08-27,10.349,10.335,10.356,10.285,2015918,2082101875.0,0.69,-0.14,-0.014,4.34
2024-08-28,10.329,10.328,10.353,10.313,1744156,1802009557.0,0.39,-0.07,-0.007,3.76
2024-08-29,10.315,10.396,10.413,10.285,2955205,3058983193.0,1.24,0.66,0.068,6.36
2024-08-30,10.38,10.499,10.559,10.38,3278301,3440936006.0,1.72,0.99,0.103,7.06
2024-09-02,10.46,10.414,10.488,10.409,2163377,2256835440.0,0.75,-0.81,-0.085,4.66
2024-09-03,10.405,10.419,10.448,10.398,2540199,2646108753.0,0.48,0.05,0.005,5.47
2024-09-04,10.402,10.42,10.456,10.383,2470949,2574923329.0,0.7,0.01,0.001,5.32
2024-09-05,10.425,10.501,10.513,10.425,2568730,2690284286.0,0.84,0.78,0.081,5.53
2024-09-06,10.516,10.451,10.524,10.448,2025776,2124141335.0,0.72,-0.48,-0.05,4.36
2024-09-09,10.44,10.381,10.45,10.363,2622504,2729152324.0,0.83,-0.67,-0.07,5.65
2024-09-10,10.39,10.354,10.397,10.281,2881239,2976502991.0,1.12,-0.26,-0.027,6.2
2024-09-11,10.352,10.314,10.387,10.314,2655420,2746259424.0,0.71,-0.39,-0.04,5.72
2024-09-12,10.322,10.311,10.364,10.309,1452851,1502286123.0,0.53,-0.03,-0.003,3.13
2024-09-13,10.316,10.29,10.325,10.283,1128537,1161973730.0,0.41,-0.2,-0.021,2.43
2024-09-18,10.281,10.243,10.291,10.197,1276015,1305672071.0,0.91,-0.46,-0.047,2.75
2024-09-19,10.26,10.316,10.38,10.215,2303505,2374333474.0,1.61,0.71,0.073,4.96
2024-09-20,10.316,10.278,10.323,10.254,1199935,1233731430.0,0.67,-0.37,-0.038,2.58
2024-09-23,10.272,10.254,10.316,10.25,1560884,1604100981.0,0.64,-0.23,-0.024,3.36
2024-09-24,10.306,10.535,10.546,10.306,3093592,3223273610.0,2.34,2.74,0.281,6.66
2024-09-25,10.48,10.536,10.75,10.48,3533401,3748536764.0,2.56,0.01,0.001,7.61
2024-09-26,10.536,10.737,10.801,10.489,4032764,4288855108.0,2.96,1.91,0.201,8.68
2024-09-27,10.837,11.03,11.222,10.764,3035840,3316114352.0,4.27,2.73,0.293,6.54
2024-09-30,11.192,11.223,11.394,10.9,5890472,6604535305.0,4.48,1.75,0.193,12.68
2024-10-08,12.233,11.371,12.233,11.11,6873667,7895301947.0,10.01,1.32,0.148,14.8
2024-10-09,11.2,10.862,11.25,10.856,4406773,4858901906.0,3.46,-4.48,-0.509,9.49
2024-10-10,10.945,10.862,11.01,10.776,3607720,3933775629.0,2.15,0.0,0.0,7.77
2024-10-11,10.873,10.728,10.873,10.7,3221151,3467041768.0,1.59,-1.23,-0.134,6.94
2024-10-14,10.75,10.922,10.943,10.7,3480659,3779941744.0,2.27,1.81,0.194,7.49
2024-10-15,10.895,10.902,11.043,10.868,3048277,3344341569.0,1.6,-0.18,-0.02,6.56
2024-10-16,10.872,10.958,10.998,10.864,3212147,3514152416.0,1.23,0.51,0.056,6.92
2024-10-17,11.01,10.95,11.047,10.925,2898042,3183895687.0,1.11,-0.07,-0.008,6.24
2024-10-18,10.952,11.076,11.162,10.932,3583977,3954629912.0,2.1,1.15,0.126,7.72
2024-10-21,11.079,11.128,11.165,11.072,2806180,3122591401.0,0.84,0.47,0.052,6.04
2024-10-22,11.14,11.158,11.167,11.11,2753363,3068273055.0,0.51,0.27,0.03,5.93
2024-10-23,11.15,11.191,11.23,11.136,3424806,3832571779.0,0.84,0.3,0.033,7.37
2024-10-24,11.18,11.072,11.18,11.057,3015298,3349636759.0,1.1,-1.06,-0.119,6.49
2024-10-25,11.089,11.175,11.208,11.083,2977170,3323109110.0,1.13,0.93,0.103,6.41
2024-10-28,11.166,11.227,11.26,11.125,2674349,2998075273.0,1.21,0.47,0.052,5.76
2024-10-29,11.234,11.135,11.278,11.106,3259291,3644176349.0,1.53,-0.82,-0.092,7.02
2024-10-30,11.12,11.134,11.164,11.061,2291155,2547542986.0,0.93,-0.01,-0.001,4.93
2024-10-31,11.128,11.134,11.206,11.111,2380762,2656106049.0,0.85,0.0,0.0,5.13
2024-11-01,11.13,11.114,11.15,11.063,2009794,2233742276.0,0.78,-0.18,-0.02,4.33
2024-11-04,11.117,11.185,11.187,11.114,1951719,2177491252.0,0.66,0.64,0.071,4.2
2024-11-05,11.183,11.287,11.309,11.173,3364693,3789737260.0,1.22,0.91,0.102,7.24
2024-11-06,11.28,11.279,11.382,11.24,3672060,4152801466.0,1.26,-0.07,-0.008,7.91
2024-11-07,11.26,11.389,11.393,11.241,3400115,3850599200.0,1.35,0.98,0.11,7.32
2024-11-08,11.441,11.346,11.495,11.335,2955690,3364679173.0,1.4,-0.38,-0.043,6.36
2024-11-11,11.301,11.473,11.475,11.301,2763101,3153571052.0,1.53,1.12,0.127,5.95
2024-11-12,11.484,11.431,11.536,11.4,3016404,3458720597.0,1.19,-0.37,-0.042,6.49
2024-11-13,11.422,11.429,11.456,11.36,2544695,2902141015.0,0.84,-0.02,-0.002,5.48
2024-11-14,11.437,11.313,11.455,11.31,3146682,3578577816.0,1.27,-1.01,-0.116,6.77
2024-11-15,11.32,11.247,11.334,11.244,2889860,3265864894.0,0.8,-0.58,-0.066,6.22
2024-11-18,11.268,11.202,11.28,11.182,2789769,3131918643.0,0.87,-0.4,-0.045,6.01
2024-11-19,11.213,11.267,11.269,11.15,2804822,3144407208.0,1.06,0.58,0.065,6.04
2024-11-20,11.268,11.327,11.344,11.255,1949145,2203882157.0,0.79,0.53,0.06,4.2
2024-11-21,11.325,11.341,11.353,11.304,1891064,2142329607.0,0.43,0.12,0.014,4.07
2024-11-22,11.342,11.26,11.353,11.252,2199628,2484161107.0,0.89,-0.71,-0.081,4.74
2024-11-25,11.27,11.242,11.284,11.224,2111957,2375596419.0,0.53,-0.16,-0.018,4.55
2024-11-26,11.232,11.242,11.301,11.231,1685825,1899207947.0,0.62,0.0,0.0,3.63
2024-11-27,11.244,11.334,11.339,11.179,2605693,2933660274.0,1.42,0.82,0.092,5.61
2024-11-28,11.335,11.339,11.371,11.331,1689517,1918075666.0,0.35,0.04,0.005,3.64
2024-11-29,11.34,11.409,11.439,11.333,2205783,2514045664.0,0.93,0.62,0.07,4.75
2024-12-02,11.417,11.473,11.493,11.396,2594034,2975860669.0,0.85,0.56,0.064,5.58
2024-12-03,11.475,11.485,11.497,11.436,2523779,2894875655.0,0.53,0.1,0.012,5.43
2024-12-04,11.478,11.422,11.485,11.411,2295740,2628269145.0,0.64,-0.55,-0.063,4.94
2024-12-05,11.431,11.462,11.472,11.422,2058764,2357217428.0,0.44,0.35,0.04,4.43
2024-12-06,11.47,11.563,11.574,11.45,2570929,2963616873.0,1.08,0.88,0.101,5.54
2024-12-09,11.542,11.572,11.61,11.541,2718011,3144873352.0,0.6,0.08,0.009,5.85
2024-12-10,11.75,11.677,11.79,11.662,4160680,4874126579.0,1.11,0.91,0.105,8.96
2024-12-11,11.647,11.747,11.807,11.643,2931283,3437315380.0,1.4,0.6,0.07,6.31
